child_name,month,ts,dimension,qid_parent,qid_teen,qid_canon,qtext_parent,qtext_teen,type_parent,type_teen,value_parent,value_teen,label_parent,label_teen,free_parent,free_teen,qtext_parent_norm,qtext_teen_norm
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Acceptance,P_DERS_ACC6,DERS_ACC6,ders_acc6,"When he/she is upset, he/she feels bad about himself/herself for feeling that way.","When I'm upset, I feel bad about myself for feeling that way.",multiple_choice,free_text,2.0,,Sometimes,,,"I'm sometimes unsure, but I'm also trying to find a solution.",when he she is upset he she feels bad about himself herself for feeling that way,when i m upset i feel bad about myself for feeling that way
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Socialization,P_SOC_2,SOC_2,soc_2,He/She participates in group activities appropriately.,Participates in group activities appropriately.,multiple_choice,multiple_choice,5.0,2.0,Always,Rarely,,,he she participates in group activities appropriately,participates in group activities appropriately
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Truth-seeking,P_CCTDI_8,CCTDI_8,cctdi_8,"he/she seeks the truth, even if it is not what he/she wants to hear.","I seek the truth, even if it is not what I want to hear.",multiple_choice,multiple_choice,2.0,4.0,Disagree,Agree,,,he she seeks the truth even if it is not what he she wants to hear,i seek the truth even if it is not what i want to hear
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Resilience,P_CDRISC_15,CDRISC_15,cdrisc_15,he/she strives to achieve his/her goals.,I strive to achieve my goals.,multiple_choice,multiple_choice,,,Not true at all,Almost always true,,,he she strives to achieve his her goals,i strive to achieve my goals
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Emotional Stability,P_EPQ_8,EPQ_8,epq_8,he/she is easily embarrassed.,I am easily embarrassed.,free_text,free_text,,,,,"I'm maybe a bit anxious, but I'm also trying to be positive.","I'm sometimes unsure, but I'm also trying to find a solution.",he she is easily embarrassed,i am easily embarrassed
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Motivation,P_LASSI_1,LASSI_1,lassi_1,he/she sets specific goals before he/she begins a task.,I set specific goals before I begin a task.,multiple_choice,multiple_choice,5.0,5.0,Very much typical of me,Very much typical of me,,,he she sets specific goals before he she begins a task,i set specific goals before i begin a task
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Care,P_PBI_C4,PBI_C4,pbi_c4,He/She appeared to understand his/her problems and worries.,My parents appeared to understand my problems and worries.,free_text,free_text,,,,,"I'm sometimes unsure, but I'm also trying to find a solution.","I'm feeling quite neutral about this, but I'm open to discussing it.",he she appeared to understand his her problems and worries,my parents appeared to understand my problems and worries
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Maturity of Judgment,P_CCTDI_29,CCTDI_29,cctdi_29,he/she can make balanced judgments about controversial issues.,I can make balanced judgments about controversial issues.,multiple_choice,multiple_choice,5.0,3.0,Strongly agree,Neutral,,,he she can make balanced judgments about controversial issues,i can make balanced judgments about controversial issues
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Attention,P_SDQ_10,SDQ_10,sdq_10,he/she is constantly fidgeting or squirming.,I am constantly fidgeting or squirming.,multiple_choice,free_text,2.0,,Somewhat true,,,"I'm sometimes unsure, but I'm also trying to find a solution.",he she is constantly fidgeting or squirming,i am constantly fidgeting or squirming
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Resilience,P_CDRISC_17,CDRISC_17,cdrisc_17,he/she knows where to seek help.,I know where to seek help.,multiple_choice,multiple_choice,,,Rarely true,Almost always true,,,he she knows where to seek help,i know where to seek help
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Clarity,P_DERS_CL3,DERS_CL3,ders_cl3,he/she is confused about what emotions he/she is feeling.,I am confused about what emotions I am feeling.,multiple_choice,multiple_choice,1.0,4.0,Almost never,Most of the time,,,he she is confused about what emotions he she is feeling,i am confused about what emotions i am feeling
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Inference,P_CTQ_3,CTQ_3,ctq_3,he/she can draw logical conclusions from information provided.,I can draw logical conclusions from information provided.,multiple_choice,multiple_choice,2.0,4.0,Disagree,Agree,,,he she can draw logical conclusions from information provided,i can draw logical conclusions from information provided
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Information Processing,P_LASSI_12,LASSI_12,lassi_12,he/she uses specific strategies to help him/her remember information.,I use specific strategies to help me remember information.,multiple_choice,multiple_choice,1.0,5.0,Not at all typical of me,Very much typical of me,,,he she uses specific strategies to help him her remember information,i use specific strategies to help me remember information
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Attention,P_LASSI_4,LASSI_4,lassi_4,he/she has trouble concentrating when he/she studies.,I have trouble concentrating when I study.,multiple_choice,multiple_choice,2.0,2.0,Not very typical of me,Not very typical of me,,,he she has trouble concentrating when he she studies,i have trouble concentrating when i study
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Imagination,P_IM_1,IM_1,im_1,he/she is able to imagine different possibilities for a situation.,I am able to imagine different possibilities for a situation.,multiple_choice,multiple_choice,3.0,3.0,Neutral,Neutral,,,he she is able to imagine different possibilities for a situation,i am able to imagine different possibilities for a situation
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Open-mindedness,P_OM_3,OM_3,om_3,he/she is willing to listen to opinions different from his/her own.,I am willing to listen to opinions different from my own.,free_text,multiple_choice,,3.0,,Neutral,"I'm maybe a bit anxious, but I'm also trying to be positive.",,he she is willing to listen to opinions different from his her own,i am willing to listen to opinions different from my own
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Truth-seeking,P_CCTDI_18,CCTDI_18,cctdi_18,he/she is willing to admit when he/she doesn't knows something.,I am willing to admit when I don't know something.,multiple_choice,multiple_choice,1.0,3.0,Strongly disagree,Neutral,,,he she is willing to admit when he she doesn t knows something,i am willing to admit when i don t know something
Alex Chen,2025-07,2025-07-05 11:27:57.276983,General,P_ADD_FT_001,T_ADD_FT_001,add_ft_001,Is there anything else you would like to share about your child?,Is there anything else you would like to share about yourself?,free_text,free_text,,,,,I'm concerned about my child's emotional well-being. He seems more anxious than usual.,I'm not sure how to handle the stress of school and family life.,is there anything else you would like to share about your child,is there anything else you would like to share about yourself
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Open-mindedness,P_OM_1,OM_1,om_1,he/she is open to new ideas.,I am open to new ideas.,multiple_choice,multiple_choice,3.0,4.0,Neutral,Agree,,,he she is open to new ideas,i am open to new ideas
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Daily Living Skills,P_DLS_9,DLS_9,dls_9,he/she has clear goals in daily living skills.,I have clear goals in daily living skills.,multiple_choice,multiple_choice,1.0,2.0,Strongly disagree,Disagree,,,he she has clear goals in daily living skills,i have clear goals in daily living skills
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Clarity,P_DERS_CL4,DERS_CL4,ders_cl4,he/she has difficulty understanding what he/she is feeling.,I have difficulty understanding what I am feeling.,free_text,multiple_choice,,4.0,,Most of the time,"I'm maybe a bit anxious, but I'm also trying to be positive.",,he she has difficulty understanding what he she is feeling,i have difficulty understanding what i am feeling
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Attention,P_SDQ_25,SDQ_25,sdq_25,he/she finishes the work he/she's doing. his/her attention is good.,I finish the work I'm doing. My attention is good.,multiple_choice,multiple_choice,1.0,3.0,Not true,Certainly true,,,he she finishes the work he she s doing his her attention is good,i finish the work i m doing my attention is good
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Dominating,P_DO_3,DO_3,do_3,he/she argues his/her case with others to show the merits of his/her position.,I argue my case with others to show the merits of my position.,free_text,multiple_choice,,2.0,,Disagree,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she argues his her case with others to show the merits of his her position,i argue my case with others to show the merits of my position
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Performance-Avoidance,P_AGQ_7,AGQ_7,agq_7,his/her aim is to avoid doing worse than other students.,My aim is to avoid doing worse than other students.,multiple_choice,multiple_choice,2.0,1.0,Disagree,Strongly disagree,,,his her aim is to avoid doing worse than other students,my aim is to avoid doing worse than other students
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Clarity,P_DERS_CL5,DERS_CL5,ders_cl5,he/she is clear about his/her feelings.,I am clear about my feelings.,multiple_choice,multiple_choice,1.0,2.0,Almost never,Sometimes,,,he she is clear about his her feelings,i am clear about my feelings
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Information Processing,P_LASSI_10,LASSI_10,lassi_10,he/she uses strategies to help him/her remember what he/she reads.,I use strategies to help me remember what I read.,multiple_choice,free_text,4.0,,Fairly typical of me,,,"I'm feeling quite neutral about this, but I'm open to discussing it.",he she uses strategies to help him her remember what he she reads,i use strategies to help me remember what i read
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Daily Living Skills,P_DLS_7,DLS_7,dls_7,He/She manages time and arrives at appointments on time.,Manages time and arrives at appointments on time.,multiple_choice,multiple_choice,2.0,2.0,Disagree,Disagree,,,he she manages time and arrives at appointments on time,manages time and arrives at appointments on time
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Inference,P_CTQ_15,CTQ_15,ctq_15,he/she can use logic to solve everyday problems.,I can use logic to solve everyday problems.,free_text,free_text,,,,,"I'm maybe a bit anxious, but I'm also trying to be positive.","I'm maybe a bit anxious, but I'm also trying to be positive.",he she can use logic to solve everyday problems,i can use logic to solve everyday problems
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Acceptance,P_DERS_ACC3,DERS_ACC3,ders_acc3,"When he/she is upset, he/she becomes angry with himself/herself for feeling that way.","When I'm upset, I become angry with myself for feeling that way.",multiple_choice,multiple_choice,2.0,3.0,Sometimes,About half the time,,,when he she is upset he she becomes angry with himself herself for feeling that way,when i m upset i become angry with myself for feeling that way
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Information Processing,P_LASSI_5,LASSI_5,lassi_5,he/she tries to relate new material to what he/she already knows.,I try to relate new material to what I already know.,multiple_choice,multiple_choice,5.0,3.0,Very much typical of me,Somewhat typical of me,,,he she tries to relate new material to what he she already knows,i try to relate new material to what i already know
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Social Skills,P_SS_9_SSRS,SS_9_SSRS,ss_9_ssrs,he/she is good at building trust with others.,I am good at building trust with others.,multiple_choice,free_text,3.0,,Neutral,,,I'm extremely happy and grateful for the opportunities I have.,he she is good at building trust with others,i am good at building trust with others
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Attitude,P_LASSI_20,LASSI_20,lassi_20,he/she has a positive attitude toward school and learning.,I have a positive attitude toward school and learning.,multiple_choice,multiple_choice,5.0,5.0,Very much typical of me,Very much typical of me,,,he she has a positive attitude toward school and learning,i have a positive attitude toward school and learning
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Well-being,P_WEMWBS_12,WEMWBS_12,wemwbs_12,he/she has been feeling loved.,I've been feeling loved.,free_text,multiple_choice,,5.0,,All of the time,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she has been feeling loved,i ve been feeling loved
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Attitude,P_LASSI_30,LASSI_30,lassi_30,he/she enjoys learning new things.,I enjoy learning new things.,multiple_choice,multiple_choice,5.0,1.0,Very much typical of me,Not at all typical of me,,,he she enjoys learning new things,i enjoy learning new things
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Truth-seeking,P_TS_1,TS_1,ts_1,he/she always wants to knows the reasons behind things.,I always want to know the reasons behind things.,free_text,free_text,,,,,"I'm sometimes unsure, but I'm also trying to find a solution.","I'm maybe a bit anxious, but I'm also trying to be positive.",he she always wants to knows the reasons behind things,i always want to know the reasons behind things
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Social Skills,,T_SOC_FT_001,soc_ft_001,,How do you feel about your social relationships?,,free_text,,,,,,I'm pretty social and enjoy meeting new people.,,how do you feel about your social relationships
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Behavior Management,P_BEH_FT_001,,beh_ft_001,What are the biggest challenges in parenting your child?,,free_text,,,,,,Helping them develop good habits while allowing them to make their own choices.,,what are the biggest challenges in parenting your child,
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Social Skills,P_IC_4,IC_4,ic_4,he/she is able to understand others' points of view.,I am able to understand others' points of view.,free_text,multiple_choice,,3.0,,Neutral,"I'm maybe a bit anxious, but I'm also trying to be positive.",,he she is able to understand others points of view,i am able to understand others points of view
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Prosocial Behavior,P_SDQ_9,SDQ_9,sdq_9,"he/she is helpful if someone is hurt, upset or feeling ill.","I am helpful if someone is hurt, upset or feeling ill.",multiple_choice,free_text,2.0,,Somewhat true,,,"I'm maybe a bit anxious, but I'm also trying to be positive.",he she is helpful if someone is hurt upset or feeling ill,i am helpful if someone is hurt upset or feeling ill
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Resilience,P_AB_2,AB_2,ab_2,he/she can effectively use adaptive behavior skills.,I can effectively use adaptive behavior skills.,multiple_choice,multiple_choice,1.0,1.0,Strongly disagree,Strongly disagree,,,he she can effectively use adaptive behavior skills,i can effectively use adaptive behavior skills
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Care,P_PBI_C8,PBI_C8,pbi_c8,He/She seemed to understand his/her needs.,My parents seemed to understand my needs.,multiple_choice,free_text,5.0,,Very like,,,"I'm feeling quite neutral about this, but I'm open to discussing it.",he she seemed to understand his her needs,my parents seemed to understand my needs
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Active Experimentation,P_LSI_AE1,LSI_AE1,lsi_ae1,he/she learns best when he/she can try things out for himself/herself.,I learn best when I can try things out for myself.,multiple_choice,multiple_choice,2.0,3.0,Disagree,Neutral,,,he she learns best when he she can try things out for himself herself,i learn best when i can try things out for myself
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Worry Management,P_CEMS_W_5,CEMS_W_5,cems_w_5,"When he/she is worried, he/she does something to calm himself/herself down.","When I am worried, I do something to calm myself down.",multiple_choice,free_text,1.0,,Hardly ever,,,"I'm maybe a bit anxious, but I'm also trying to be positive.",when he she is worried he she does something to calm himself herself down,when i am worried i do something to calm myself down
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Emotional Symptoms,P_SDQ_16,SDQ_16,sdq_16,he/she is nervous in new situations. he/she easily loses confidence.,I am nervous in new situations. I easily lose confidence.,multiple_choice,multiple_choice,2.0,2.0,Somewhat true,Somewhat true,,,he she is nervous in new situations he she easily loses confidence,i am nervous in new situations i easily lose confidence
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Prosocial Behavior,P_SDQ_20,SDQ_20,sdq_20,"he/she often volunteers to help others (parents, teachers, children).","I often volunteer to help others (parents, teachers, children).",free_text,multiple_choice,,2.0,,Somewhat true,"I'm feeling quite neutral about this, but I'm open to discussing it.",,he she often volunteers to help others parents teachers children,i often volunteer to help others parents teachers children
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Depression,P_CESD_10,CESD_10,cesd_10,he/she felt fearful.,I felt fearful.,multiple_choice,multiple_choice,,,Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),,,he she felt fearful,i felt fearful
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Daily Living Skills,P_DLS_5,DLS_5,dls_5,He/She manages money and makes small purchases independently.,Manages money and makes small purchases independently.,multiple_choice,multiple_choice,1.0,1.0,Strongly disagree,Strongly disagree,,,he she manages money and makes small purchases independently,manages money and makes small purchases independently
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Anger Management,P_CEMS_A_6,CEMS_A_6,cems_a_6,"When he/she is angry, he/she does things likes slam doors or hit things.","When I am angry, I do things like slam doors or hit things.",multiple_choice,multiple_choice,3.0,2.0,Often,Sometimes,,,when he she is angry he she does things likes slam doors or hit things,when i am angry i do things like slam doors or hit things
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Depression,P_CESD_5,CESD_5,cesd_5,he/she had trouble keeping his/her mind on what he/she was doing.,I had trouble keeping my mind on what I was doing.,free_text,multiple_choice,,,,Some or a little of the time (1-2 days),"I'm maybe a bit anxious, but I'm also trying to be positive.",,he she had trouble keeping his her mind on what he she was doing,i had trouble keeping my mind on what i was doing
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Emotional Symptoms,P_SDQ_13,SDQ_13,sdq_13,"he/she is often unhappy, down-hearted or tearful.","I am often unhappy, down-hearted or tearful.",free_text,multiple_choice,,2.0,,Somewhat true,I feel very supported and confident in my abilities.,,he she is often unhappy down hearted or tearful,i am often unhappy down hearted or tearful
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Goal Persistence,P_GP_1,GP_1,gp_1,he/she is able to keep working toward his/her goals even when it is difficult.,I am able to keep working toward my goals even when it is difficult.,multiple_choice,multiple_choice,4.0,2.0,Agree,Disagree,,,he she is able to keep working toward his her goals even when it is difficult,i am able to keep working toward my goals even when it is difficult
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Attitude,P_LASSI_27,LASSI_27,lassi_27,he/she believes that doing well in school is important.,I believe that doing well in school is important.,multiple_choice,multiple_choice,3.0,1.0,Somewhat typical of me,Not at all typical of me,,,he she believes that doing well in school is important,i believe that doing well in school is important
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Cognitive Skills,P_PS_7_WCST,PS_7_WCST,ps_7_wcst,he/she is good at using problem-solving skills to solve real-life problems.,I am good at using problem-solving skills to solve real-life problems.,free_text,multiple_choice,,4.0,,Agree,I'm extremely happy and grateful for the opportunities I have.,,he she is good at using problem solving skills to solve real life problems,i am good at using problem solving skills to solve real life problems
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Worry Management,P_CEMS_W_2,CEMS_W_2,cems_w_2,"When he/she is worried, he/she tries to understand why he/she is feeling that way.","When I am worried, I try to understand why I am feeling that way.",multiple_choice,multiple_choice,1.0,3.0,Hardly ever,Often,,,when he she is worried he she tries to understand why he she is feeling that way,when i am worried i try to understand why i am feeling that way
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Behavioral Manifestation,P_BM_7_TABLE1,BM_7_TABLE1,bm_7_table1,he/she is able to follow rules and regulations.,I am able to follow rules and regulations.,free_text,multiple_choice,,5.0,,Strongly agree,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she is able to follow rules and regulations,i am able to follow rules and regulations
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Cognitive Skills,P_CF_6,CF_6,cf_6,he/she is good at summarizing and integrating information.,I am good at summarizing and integrating information.,free_text,multiple_choice,,4.0,,Agree,I feel very supported and confident in my abilities.,,he she is good at summarizing and integrating information,i am good at summarizing and integrating information
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Empathy,P_IRI_EC3,IRI_EC3,iri_ec3,he/she sometimes feels helpless when he/she is in the middle of a very emotional situation.,I sometimes feel helpless when I am in the middle of a very emotional situation.,multiple_choice,multiple_choice,2.0,4.0,Describes him/her somewhat,Describes me very well,,,he she sometimes feels helpless when he she is in the middle of a very emotional situation,i sometimes feel helpless when i am in the middle of a very emotional situation
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Dominating,P_DO_2,DO_2,do_2,he/she tries to win his/her position.,I try to win my position.,multiple_choice,multiple_choice,4.0,5.0,Agree,Strongly agree,,,he she tries to win his her position,i try to win my position
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Mastery-Avoidance,P_AGQ_3,AGQ_3,agq_3,he/she is striving to avoid an incomplete understanding of the course material.,I am striving to avoid an incomplete understanding of the course material.,free_text,multiple_choice,,2.0,,Disagree,"I'm feeling quite neutral about this, but I'm open to discussing it.",,he she is striving to avoid an incomplete understanding of the course material,i am striving to avoid an incomplete understanding of the course material
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Care,P_PBI_C1,PBI_C1,pbi_c1,He/She spoke to me in a warm and friendly voice.,My parents spoke to me in a warm and friendly voice.,multiple_choice,multiple_choice,5.0,5.0,Very like,Very like,,,he she spoke to me in a warm and friendly voice,my parents spoke to me in a warm and friendly voice
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Daily Living Skills,P_DLS_10,DLS_10,dls_10,he/she makes efforts to develop daily living skills.,I make efforts to develop daily living skills.,multiple_choice,multiple_choice,5.0,2.0,Strongly agree,Disagree,,,he she makes efforts to develop daily living skills,i make efforts to develop daily living skills
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Empathy,P_IRI_EC1,IRI_EC1,iri_ec1,"he/she often has tender, concerned feelings for people less fortunate than him/her.","I often have tender, concerned feelings for people less fortunate than me.",multiple_choice,multiple_choice,4.0,3.0,Describes him/her very well,Describes me well,,,he she often has tender concerned feelings for people less fortunate than him her,i often have tender concerned feelings for people less fortunate than me
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Dominating,P_DO_6,DO_6,do_6,he/she sometimes uses his/her authority to get his/her way.,I sometimes use my authority to get my way.,multiple_choice,multiple_choice,4.0,2.0,Agree,Disagree,,,he she sometimes uses his her authority to get his her way,i sometimes use my authority to get my way
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Anger Management,P_CEMS_A_1,CEMS_A_1,cems_a_1,"When he/she is feeling mad, he/she control his/her temper.","When I am feeling mad, I control my temper.",multiple_choice,multiple_choice,3.0,2.0,Often,Sometimes,,,when he she is feeling mad he she control his her temper,when i am feeling mad i control my temper
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Self-Control,P_SC_4_SELFREG,SC_4_SELFREG,sc_4_selfreg,he/she is able to stay focused on his/her goals.,I am able to stay focused on my goals.,multiple_choice,multiple_choice,1.0,4.0,Strongly disagree,Agree,,,he she is able to stay focused on his her goals,i am able to stay focused on my goals
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Prosocial Behavior,P_SDQ_1,SDQ_1,sdq_1,he/she tries to be nice to other people. he/she cares about their feelings.,I try to be nice to other people. I care about their feelings.,multiple_choice,free_text,3.0,,Certainly true,,,"I'm feeling quite neutral about this, but I'm open to discussing it.",he she tries to be nice to other people he she cares about their feelings,i try to be nice to other people i care about their feelings
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Resilience,P_CDRISC_17,CDRISC_17,cdrisc_17,he/she knows where to seek help.,I know where to seek help.,multiple_choice,free_text,,,Not true at all,,,"I'm sometimes unsure, but I'm also trying to find a solution.",he she knows where to seek help,i know where to seek help
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Goal Persistence,P_GP_4,GP_4,gp_4,he/she is able to manage setbacks and keep going.,I am able to manage setbacks and keep going.,multiple_choice,multiple_choice,5.0,5.0,Strongly agree,Strongly agree,,,he she is able to manage setbacks and keep going,i am able to manage setbacks and keep going
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Information Processing,P_LASSI_12,LASSI_12,lassi_12,he/she uses specific strategies to help him/her remember information.,I use specific strategies to help me remember information.,multiple_choice,multiple_choice,3.0,4.0,Somewhat typical of me,Fairly typical of me,,,he she uses specific strategies to help him her remember information,i use specific strategies to help me remember information
Alex Chen,2025-08,2025-08-05 11:27:57.246182,General,P_ADD_FT_001,T_ADD_FT_001,add_ft_001,Is there anything else you would like to share about your child?,Is there anything else you would like to share about yourself?,free_text,free_text,,,,,"I'm not sure if my child is experiencing any mental health issues, but I'm worried about his behavior.","I'm doing well in school, but I'm concerned about my motivation.",is there anything else you would like to share about your child,is there anything else you would like to share about yourself
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Active Experimentation,P_LSI_AE2,LSI_AE2,lsi_ae2,he/she likes to take a hands-on approach to learning.,I like to take a hands-on approach to learning.,multiple_choice,multiple_choice,1.0,3.0,Strongly disagree,Neutral,,,he she likes to take a hands on approach to learning,i like to take a hands on approach to learning
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Anger Management,P_CEMS_A_7,CEMS_A_7,cems_a_7,"When he/she is mad, he/she talks to someone about how he/she is feeling.","When I am mad, I talk to someone about how I am feeling.",multiple_choice,multiple_choice,2.0,2.0,Sometimes,Sometimes,,,when he she is mad he she talks to someone about how he she is feeling,when i am mad i talk to someone about how i am feeling
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Active Experimentation,P_LSI_AE3,LSI_AE3,lsi_ae3,he/she prefers to learn by experimenting and testing ideas.,I prefer to learn by experimenting and testing ideas.,free_text,multiple_choice,,3.0,,Neutral,"I'm maybe a bit anxious, but I'm also trying to be positive.",,he she prefers to learn by experimenting and testing ideas,i prefer to learn by experimenting and testing ideas
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Maturity of Judgment,P_MJ_3,MJ_3,mj_3,he/she is able to make decisions in uncertain situations.,I am able to make decisions in uncertain situations.,free_text,multiple_choice,,3.0,,Neutral,"I'm feeling quite neutral about this, but I'm open to discussing it.",,he she is able to make decisions in uncertain situations,i am able to make decisions in uncertain situations
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Dominating,P_DO_3,DO_3,do_3,he/she argues his/her case with others to show the merits of his/her position.,I argue my case with others to show the merits of my position.,multiple_choice,multiple_choice,4.0,4.0,Agree,Agree,,,he she argues his her case with others to show the merits of his her position,i argue my case with others to show the merits of my position
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Care,P_PBI_C9,PBI_C9,pbi_c9,He/She was emotionally warm to us.,My parents was emotionally warm to me.,multiple_choice,multiple_choice,5.0,2.0,Very like,Moderately unlike,,,he she was emotionally warm to us,my parents was emotionally warm to me
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Resilience,P_CDRISC_3,CDRISC_3,cdrisc_3,Sometimes he/she believes fate or God can help him/her.,Sometimes fate or God can help me.,multiple_choice,multiple_choice,,,Not true at all,Often true,,,sometimes he she believes fate or god can help him her,sometimes fate or god can help me
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Goal Persistence,P_GP_10,GP_10,gp_10,he/she is able to achieve his/her goals through his/her own efforts.,I am able to achieve my goals through my own efforts.,multiple_choice,multiple_choice,5.0,1.0,Strongly agree,Strongly disagree,,,he she is able to achieve his her goals through his her own efforts,i am able to achieve my goals through my own efforts
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Self-Control,P_SC_6,SC_6,sc_6,he/she is able to control his/her emotions in difficult situations.,I am able to control my emotions in difficult situations.,multiple_choice,multiple_choice,1.0,1.0,Strongly disagree,Strongly disagree,,,he she is able to control his her emotions in difficult situations,i am able to control my emotions in difficult situations
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Information Processing,P_LASSI_10,LASSI_10,lassi_10,he/she uses strategies to help him/her remember what he/she reads.,I use strategies to help me remember what I read.,multiple_choice,multiple_choice,1.0,5.0,Not at all typical of me,Very much typical of me,,,he she uses strategies to help him her remember what he she reads,i use strategies to help me remember what i read
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Daily Living Skills,P_DLS_7,DLS_7,dls_7,He/She manages time and arrives at appointments on time.,Manages time and arrives at appointments on time.,free_text,multiple_choice,,2.0,,Disagree,"I'm feeling quite neutral about this, but I'm open to discussing it.",,he she manages time and arrives at appointments on time,manages time and arrives at appointments on time
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Behavioral Manifestation,P_BM_3_TABLE1,BM_3_TABLE1,bm_3_table1,he/she is able to cooperate with others to complete tasks.,I am able to cooperate with others to complete tasks.,multiple_choice,multiple_choice,4.0,5.0,Agree,Strongly agree,,,he she is able to cooperate with others to complete tasks,i am able to cooperate with others to complete tasks
Alex Chen,2025-08,2025-08-05 11:27:57.246182,Social Skills,P_SS_2,SS_2,ss_2,he/she is able to build good relationships with others.,I am able to build good relationships with others.,multiple_choice,multiple_choice,5.0,4.0,Strongly agree,Agree,,,he she is able to build good relationships with others,i am able to build good relationships with others
